building_level_key	technology_key
barb_lumber_4	rom_gaul_engineering_construction_dry_stone_construction
barb_lumber_4	rom_german_engineering_construction_dry_stone_construction
barb_lumber_4	rom_iberian_engineering_construction_dry_stone_construction
barb_lumber_4	rom_nomad_civil_construction_dry_stone_construction
barb_marble_3	rom_briton_engineering_construction_large_defences
barb_marble_3	rom_gaul_engineering_construction_large_defences
barb_marble_3	rom_german_engineering_construction_large_defences
barb_marble_3	rom_iberian_engineering_construction_large_defences
barb_marble_3	rom_nomad_civil_construction_large_defences
barb_marble_4	rom_briton_engineering_construction_dry_stone_construction
barb_marble_4	rom_gaul_engineering_construction_dry_stone_construction
barb_marble_4	rom_german_engineering_construction_dry_stone_construction
barb_marble_4	rom_iberian_engineering_construction_dry_stone_construction
barb_marble_4	rom_nomad_civil_construction_dry_stone_construction
barb_military_buff_gold_4	pel_civics_aesthetics_votive_art
barb_military_buff_gold_4	rom_briton_civil_tribal_council_cupellation_furnace
barb_military_buff_gold_4	rom_dlc_gaul_celtic_politics_druids_1_celtic_calendar
barb_military_buff_gold_4	rom_dlc_gaul_celtic_politics_druids_3_druidic_doctrine
barb_military_buff_gold_4	rom_gaul_civil_tribal_council_cupellation_furnace
barb_military_buff_gold_4	rom_german_civil_tribal_council_cupellation_furnace
barb_military_buff_gold_4	rom_iberian_civil_tribal_council_cupellation_furnace
barb_military_buff_gold_4	rom_nomad_civil_tribal_council_cupellation_furnace
barb_military_buff_grounds_2	pel_military_army_military_settlement
barb_military_buff_grounds_3	pel_military_army_hierarchy
barb_military_buff_grounds_3	rom_briton_military_warrior_code_improved_chariots
barb_military_buff_grounds_3	rom_dlc_gaul_development_infrastructure_1_advanced_construction_techniques
barb_military_buff_grounds_3	rom_gaul_military_warrior_code_headhunt
barb_military_buff_grounds_3	rom_german_military_warrior_code_headhunt
barb_military_buff_grounds_3	rom_iberian_military_warrior_code_headhunt
barb_military_buff_grounds_3	rom_nomad_military_warrior_code_headhunt
barb_military_buff_grounds_4	pel_military_army_laconian_trainning
barb_military_buff_grounds_4	rom_briton_military_war_exercises_infantry_drills
barb_military_buff_grounds_4	rom_dlc_gaul_celtic_politics_aristocracy_2_trimarcisa
barb_military_buff_grounds_4	rom_gaul_military_war_exercises_infantry_drills
barb_military_buff_grounds_4	rom_german_military_war_exercises_infantry_drills
barb_military_buff_grounds_4	rom_iberian_military_war_exercises_infantry_drills
barb_military_buff_grounds_4	rom_nomad_military_warrior_code_flexibility_of_the_horde
barb_military_buff_tavern_2	rom_briton_military_war_exercises_massed_charge
barb_military_buff_tavern_2	rom_dlc_gaul_development_culture_1_land_and_community_laws
barb_military_buff_tavern_2	rom_gaul_military_warrior_code_war_dance
barb_military_buff_tavern_2	rom_german_military_warrior_code_war_dance
barb_military_buff_tavern_2	rom_iberian_military_warrior_code_war_dance
barb_military_buff_tavern_2	rom_nomad_military_war_exercises_war_dance
barb_military_buff_tavern_3	pel_military_army_phalanx_drill
barb_military_buff_tavern_3	rom_briton_military_warrior_code_tribal_totem
barb_military_buff_tavern_3	rom_dlc_gaul_development_culture_1_multilingual
barb_military_buff_tavern_3	rom_gaul_military_warrior_code_tribal_totem
barb_military_buff_tavern_3	rom_german_military_war_exercises_massed_charge
barb_military_buff_tavern_3	rom_iberian_military_warrior_code_ritual_duels
barb_military_buff_tavern_3	rom_nomad_military_war_exercises_massed_charge
barb_military_buff_tavern_4	pel_military_army_supply_reforms
barb_military_buff_tavern_4	rom_briton_military_war_exercises_warrior_aristocracy
barb_military_buff_tavern_4	rom_dlc_gaul_development_culture_2_denominational_system
barb_military_buff_tavern_4	rom_gaul_military_war_exercises_warrior_aristocracy
barb_military_buff_tavern_4	rom_german_military_warrior_code_tribal_totem
barb_military_buff_tavern_4	rom_iberian_military_war_exercises_warrior_aristocracy
barb_military_buff_tavern_4	rom_nomad_military_war_exercises_tribal_totem
barb_olive_3	rom_briton_engineering_construction_large_defences
barb_olive_3	rom_gaul_engineering_construction_large_defences
barb_olive_3	rom_german_engineering_construction_large_defences
barb_olive_3	rom_iberian_engineering_construction_large_defences
barb_olive_3	rom_nomad_civil_construction_large_defences
barb_olive_4	rom_briton_engineering_construction_dry_stone_construction
barb_olive_4	rom_gaul_engineering_construction_dry_stone_construction
barb_olive_4	rom_german_engineering_construction_dry_stone_construction
barb_olive_4	rom_iberian_engineering_construction_dry_stone_construction
barb_olive_4	rom_nomad_civil_construction_dry_stone_construction
barb_port_fishing_4	rom_briton_civil_tribal_council_timber_trackway
barb_port_fishing_4	rom_dlc_gaul_celtic_politics_druids_2_lode_stone
barb_port_fishing_4	rom_gaul_civil_tribal_council_timber_trackway
barb_port_fishing_4	rom_german_civil_tribal_council_timber_trackway
barb_port_fishing_4	rom_iberian_civil_tribal_council_timber_trackway
barb_port_fishing_4	rom_nomad_civil_tribal_economy_organised_craft_working
barb_port_military_3	rom_briton_military_navy_shallow_keel
barb_port_military_3	rom_gaul_military_navy_shallow_keel
barb_port_military_3	rom_german_military_navy_leather_sails
barb_port_military_3	rom_iberian_military_navy_shallow_keel
barb_port_military_3	rom_nomad_military_warrior_code_leather_sails
barb_port_military_4	rom_briton_military_navy_improved_ship_building
barb_port_military_4	rom_dlc_gaul_celtic_politics_druids_2_lode_stone
barb_port_military_4	rom_gaul_military_navy_oak_construction
barb_port_military_4	rom_german_military_navy_oak_construction
barb_port_military_4	rom_iberian_military_navy_oak_construction
barb_port_military_4	rom_nomad_military_warrior_code_oak_construction
barb_purple_dye_3	rom_briton_engineering_construction_large_defences
barb_purple_dye_3	rom_gaul_engineering_construction_large_defences
barb_purple_dye_3	rom_german_engineering_construction_large_defences
barb_purple_dye_3	rom_iberian_engineering_construction_large_defences
barb_purple_dye_3	rom_nomad_civil_construction_large_defences
barb_purple_dye_4	rom_briton_engineering_construction_dry_stone_construction
barb_purple_dye_4	rom_gaul_engineering_construction_dry_stone_construction
barb_purple_dye_4	rom_german_engineering_construction_dry_stone_construction
barb_purple_dye_4	rom_iberian_engineering_construction_dry_stone_construction
barb_purple_dye_4	rom_nomad_civil_construction_dry_stone_construction
barb_religious_briton_andraste_4	rom_briton_military_war_exercises_infantry_drills
barb_religious_briton_andraste_4	rom_dlc_gaul_celtic_politics_aristocracy_3_council_of_chieftains
barb_religious_briton_epona_4	rom_briton_military_war_exercises_servants_of_the_elite
barb_religious_briton_epona_4	rom_dlc_gaul_celtic_politics_aristocracy_2_trimarcisa
barb_religious_briton_nodens_4	rom_briton_engineering_construction_enclosed_settlement
barb_religious_briton_nodens_4	rom_dlc_gaul_celtic_politics_aristocracy_3_war_chiefs
barb_religious_briton_rosmerta_4	rom_briton_civil_tribal_council_intensified_production
barb_religious_briton_rosmerta_4	rom_dlc_gaul_celtic_politics_druids_3_druidic_judgement
barb_religious_briton_toutatis_4	rom_briton_engineering_siege_armoured_siege_engineers
barb_religious_briton_toutatis_4	rom_dlc_gaul_celtic_politics_druids_3_druidic_doctrine
barb_religious_cernunnos_4	rom_dlc_gaul_celtic_politics_druids_2_ritual_of_the_stones
barb_religious_cernunnos_4	rom_gaul_civil_tribal_council_land_and_community_laws
barb_religious_dacian_derzerlas_4	rom_gaul_civil_tribal_council_intensified_production
barb_religious_dacian_gebelizis_4	rom_gaul_military_war_exercises_trimarcisia
barb_religious_dacian_kotys_4	rom_dacian_military_war_exercises_dacian_courage
barb_religious_dacian_pleistoros_4	rom_gaul_engineering_construction_enclosed_settlement
barb_religious_dacian_zalmoxis_4	rom_gaul_civil_tribal_council_land_and_community_laws
barb_religious_epona_4	rom_dlc_gaul_celtic_politics_aristocracy_2_trimarcisa
barb_religious_epona_4	rom_gaul_military_war_exercises_trimarcisia
barb_religious_gaul_cernunnos_4	rom_dlc_gaul_celtic_politics_druids_2_ritual_of_the_stones
barb_religious_gaul_cernunnos_4	rom_gaul_civil_tribal_council_land_and_community_laws
barb_religious_gaul_epona_4	rom_dlc_gaul_celtic_politics_aristocracy_2_trimarcisa
barb_religious_gaul_epona_4	rom_gaul_military_war_exercises_trimarcisia
barb_religious_gaul_gobannus_4	rom_dlc_gaul_development_infrastructure_3_moulded_architecture
barb_religious_gaul_gobannus_4	rom_gaul_military_war_exercises_infantry_drills
barb_religious_gaul_rosmerta_4	rom_dlc_gaul_celtic_politics_druids_3_druidic_judgement
barb_religious_gaul_rosmerta_4	rom_gaul_civil_tribal_council_intensified_production
barb_religious_gaul_toutatis_4	rom_dlc_gaul_celtic_politics_druids_3_druidic_doctrine
barb_religious_gaul_toutatis_4	rom_gaul_engineering_siege_improved_defensive_artillery
barb_religious_german_austro_4	rom_dlc_gaul_germanic_politics_elders_2_human_sacrifice
barb_religious_german_austro_4	rom_german_military_navy_canvas_sails
barb_religious_german_frijjo_4	rom_dlc_gaul_germanic_politics_elders_3_ritual_chariot
barb_religious_german_frijjo_4	rom_german_engineering_construction_double_wall_construction
barb_religious_german_teiwaz_4	rom_dlc_gaul_celtic_politics_aristocracy_3_council_of_chieftains
barb_religious_german_teiwaz_4	rom_german_military_war_exercises_trimarcisia
barb_religious_german_thunaraz_4	rom_dlc_gaul_celtic_politics_aristocracy_3_war_chiefs
barb_religious_german_thunaraz_4	rom_german_civil_farming_grain_kiln
barb_religious_german_wodanaz_4	rom_dlc_gaul_germanic_politics_elders_3_council_of_elders
barb_religious_german_wodanaz_4	rom_german_civil_tribal_council_land_and_community_laws
barb_religious_iberian_ataegina_4	rom_iberian_civil_tribal_council_intensified_production
barb_religious_iberian_bandua_4	rom_iberian_military_war_exercises_infantry_drills
barb_religious_iberian_endovelicus_4	rom_iberian_civil_tribal_council_land_and_community_laws
barb_religious_iberian_epona_4	rom_iberian_military_war_exercises_cavalry_nobility
barb_religious_iberian_nabia_4	rom_iberian_engineering_construction_enclosed_settlement
barb_religious_illyrian_anzotica_4	rom_gaul_civil_tribal_council_land_and_community_laws
barb_religious_illyrian_armatus_4	rom_illyrian_military_war_exercises_illyrian_spirit
barb_religious_illyrian_bindus_4	rom_gaul_military_navy_iron_anchors
barb_religious_illyrian_medaurus_4	rom_gaul_civil_tribal_council_multilingual
barb_religious_illyrian_vidasus_4	rom_gaul_civil_tribal_council_intensified_production
barb_religious_nomad_agrimpasa_4	rom_nomad_civil_tribal_council_multilingual
barb_religious_nomad_api_4	rom_nomad_civil_tribal_economy_grain_kiln
barb_religious_nomad_goitosyros_4	rom_nomad_military_siege_armoured_siege_units
barb_religious_nomad_papaios_4	rom_nomad_civil_construction_double_wall_construction
barb_religious_nomad_tabiti_4	rom_nomad_civil_tribal_council_land_and_community_laws
barb_religious_rosmerta_4	rom_dlc_gaul_celtic_politics_druids_3_druidic_judgement
barb_religious_rosmerta_4	rom_gaul_civil_tribal_council_intensified_production
barb_religious_thrace_bendis_4	rom_gaul_military_war_exercises_infantry_drills
barb_religious_thrace_cabeiri_4	rom_gaul_engineering_construction_double_wall_construction
barb_religious_thrace_kotys_4	rom_thracian_military_war_exercises_cavalry_nobility
barb_religious_thrace_sabazios_4	rom_gaul_civil_tribal_council_land_and_community_laws
barb_religious_thrace_zibelthiurdos_4	rom_gaul_military_war_exercises_warrior_aristocracy
barb_religious_toutatis_4	rom_dlc_gaul_celtic_politics_druids_3_druidic_doctrine
barb_religious_toutatis_4	rom_gaul_engineering_siege_improved_defensive_artillery
barb_silk_3	rom_briton_engineering_construction_large_defences
barb_silk_3	rom_gaul_engineering_construction_large_defences
barb_silk_3	rom_german_engineering_construction_large_defences
barb_silk_3	rom_iberian_engineering_construction_large_defences
barb_silk_3	rom_nomad_civil_construction_large_defences
barb_silk_4	rom_briton_engineering_construction_dry_stone_construction
barb_silk_4	rom_gaul_engineering_construction_dry_stone_construction
barb_silk_4	rom_german_engineering_construction_dry_stone_construction
barb_silk_4	rom_iberian_engineering_construction_dry_stone_construction
barb_silk_4	rom_nomad_civil_construction_dry_stone_construction
barb_spice_3	rom_briton_engineering_construction_large_defences
barb_spice_3	rom_gaul_engineering_construction_large_defences
barb_spice_3	rom_german_engineering_construction_large_defences
barb_spice_3	rom_iberian_engineering_construction_large_defences
barb_spice_3	rom_nomad_civil_construction_large_defences
barb_spice_4	rom_briton_engineering_construction_dry_stone_construction
barb_spice_4	rom_gaul_engineering_construction_dry_stone_construction
barb_spice_4	rom_german_engineering_construction_dry_stone_construction
barb_spice_4	rom_iberian_engineering_construction_dry_stone_construction
barb_spice_4	rom_nomad_civil_construction_dry_stone_construction
barb_town_3	rom_briton_engineering_construction_large_defences
barb_town_3	rom_gaul_engineering_construction_large_defences
barb_town_3	rom_german_engineering_construction_large_defences
barb_town_3	rom_iberian_engineering_construction_large_defences
barb_town_3	rom_nomad_civil_construction_large_defences
barb_town_farm_4	rom_briton_engineering_construction_dry_stone_construction
barb_town_farm_4	rom_gaul_engineering_construction_dry_stone_construction
barb_town_farm_4	rom_german_engineering_construction_dry_stone_construction
barb_town_farm_4	rom_iberian_engineering_construction_dry_stone_construction
barb_town_farm_4	rom_nomad_civil_construction_dry_stone_construction
barb_town_tribal_4	rom_briton_engineering_construction_dry_stone_construction
barb_town_tribal_4	rom_gaul_engineering_construction_dry_stone_construction
barb_town_tribal_4	rom_german_engineering_construction_dry_stone_construction
barb_town_tribal_4	rom_iberian_engineering_construction_dry_stone_construction
barb_town_tribal_4	rom_nomad_civil_construction_dry_stone_construction
barb_water_canal_2	rom_briton_engineering_construction_under_floor_drainage
barb_water_canal_2	rom_gaul_engineering_construction_under_floor_drainage
barb_water_canal_2	rom_german_engineering_construction_under_floor_drainage
barb_water_canal_2	rom_iberian_engineering_construction_under_floor_drainage
barb_water_canal_2	rom_nomad_civil_construction_under_floor_drainage
barb_water_canal_3	rom_briton_engineering_construction_dry_stone_construction
barb_water_canal_3	rom_gaul_engineering_construction_dry_stone_construction
barb_water_canal_3	rom_german_engineering_construction_dry_stone_construction
barb_water_canal_3	rom_iberian_engineering_construction_dry_stone_construction
barb_water_canal_3	rom_nomad_civil_construction_dry_stone_construction
barb_water_spring_2	rom_briton_engineering_construction_stone_footing
barb_water_spring_2	rom_gaul_engineering_construction_stone_footing
barb_water_spring_2	rom_german_engineering_construction_stone_footing
barb_water_spring_2	rom_iberian_engineering_construction_stone_footing
barb_water_spring_2	rom_nomad_civil_construction_stone_footing
barb_water_spring_3	rom_briton_engineering_construction_enclosed_settlement
barb_water_spring_3	rom_dlc_gaul_celtic_politics_people_1_enclosed_settlement
barb_water_spring_3	rom_gaul_engineering_construction_enclosed_settlement
barb_water_spring_3	rom_german_engineering_construction_enclosed_settlement
barb_water_spring_3	rom_iberian_engineering_construction_enclosed_settlement
barb_water_spring_3	rom_nomad_civil_construction_enclosed_settlement
barb_wine_3	rom_briton_engineering_construction_large_defences
barb_wine_3	rom_gaul_engineering_construction_large_defences
barb_wine_3	rom_german_engineering_construction_large_defences
barb_wine_3	rom_iberian_engineering_construction_large_defences
barb_wine_3	rom_nomad_civil_construction_large_defences
barb_wine_4	rom_briton_engineering_construction_dry_stone_construction
barb_wine_4	rom_gaul_engineering_construction_dry_stone_construction
barb_wine_4	rom_german_engineering_construction_dry_stone_construction
barb_wine_4	rom_iberian_engineering_construction_dry_stone_construction
barb_wine_4	rom_nomad_civil_construction_dry_stone_construction
dk_afr_city_centre_arena_3	dk_gen_civil_economy_formal_government
dk_afr_city_centre_arena_3	dk_num_civil_philosophy_dynastic_list
dk_afr_city_centre_arena_4	dk_gen_civil_philosophy_ceremonial_rites
dk_afr_city_centre_grain_3	dk_gen_civil_economy_armed_escorts
dk_afr_city_centre_grain_3	dk_num_civil_economy_formal_government
dk_afr_city_centre_grain_4	dk_gen_civil_economy_trade_language
dk_afr_city_centre_grain_4	dk_num_civil_economy_trade_language
dk_afr_city_centre_library_2	dk_gen_civil_economy_temple_tax
dk_afr_city_centre_library_3	dk_gen_civil_philosophy_ritual_sacrifice
dk_afr_city_centre_library_4	dk_kush_civil_philosophy_religious_ethos
dk_afr_city_centre_library_4	dk_num_civil_philosophy_multilingual
dk_afr_city_centre_palace_3	dk_gen_civil_construction_crane
dk_afr_city_centre_palace_4	dk_gen_civil_construction_monumental_architecture
dk_afr_city_centre_slave_3	dk_kush_civil_economy_tribal_vassalage
dk_afr_city_centre_slave_4	dk_kush_civil_economy_labour_organisation
dk_afr_city_centre_slave_4	dk_num_civil_economy_armed_escorts
dk_afr_city_centre_wine_4	dk_gen_civil_economy_intensified_agriculture
dk_all_city_3	dk_gen_civil_construction_architectural_advances
dk_all_city_3	dk_nabatea_civil_construction_quadag
dk_all_city_3	dk_saba_civil_construction_architectural_advances
dk_all_city_4	dk_gen_civil_construction_improved_material_transportation
dk_all_city_4	dk_num_civil_construction_concrete
dk_all_city_4	dk_saba_civil_construction_improved_material_transportation
dk_all_city_5	dk_nab_civil_construction_moulded_architecture
dk_all_military_infantry_2	dk_kush_military_top_ways_of_apedemak
dk_all_military_infantry_2	dk_nab_military_management_logistics
dk_all_military_infantry_2	dk_num_military_top_supply_foraging
dk_all_military_infantry_2	dk_saba_military_management_logistics
dk_all_military_infantry_3	dk_kush_military_management_shotel
dk_all_military_infantry_3	dk_nab_military_management_military_method
dk_all_military_infantry_3	dk_num_military_management_training_reforms
dk_all_military_infantry_3	dk_saba_military_management_military_method
dk_all_military_infantry_4	dk_gen_military_management_professional_soldiery
dk_all_military_infantry_4	dk_kush_military_management_nubian_bow_training
dk_all_military_infantry_4	dk_saba_military_management_lore_of_the_desert
dk_all_sanitation_canal_3	dk_kush_civil_construction_advanced_construction_techniques
dk_all_sanitation_canal_3	dk_num_civil_construction_advanced_construction_techniques
dk_all_sanitation_canal_4	dk_kush_civil_construction_sakia
dk_all_sanitation_canal_4	dk_nab_civil_agriculture_terraced_fields
dk_all_sanitation_canal_4	dk_num_civil_construction_concrete
dk_all_sanitation_canal_4	dk_saba_civil_economy_desert_reclamation
dk_all_sanitation_tank_2	dk_ara_civil_economy_canal_and_dam_system
dk_all_sanitation_tank_3	dk_ara_civil_economy_canal_and_dam_system
dk_all_sanitation_tank_3	dk_kush_civil_construction_advanced_construction_techniques
dk_all_sanitation_tank_3	dk_num_civil_construction_advanced_construction_techniques
dk_all_sanitation_tank_4	dk_kush_civil_construction_sakia
dk_all_sanitation_tank_4	dk_nab_civil_agriculture_terraced_fields
dk_all_sanitation_tank_4	dk_num_civil_construction_concrete
dk_all_sanitation_tank_4	dk_saba_civil_economy_desert_reclamation
dk_all_stables_2	dk_kush_military_top_ways_of_apedemak
dk_all_stables_2	dk_nab_military_management_logistics
dk_all_stables_2	dk_num_military_top_supply_foraging
dk_all_stables_2	dk_saba_military_management_signalling
dk_all_stables_3	dk_gen_military_management_signalling
dk_all_stables_3	dk_nab_military_management_military_method
dk_all_stables_3	dk_saba_military_management_military_method
dk_all_stables_4	dk_gen_military_management_elephant_trading
dk_all_stables_4	dk_gen_military_management_professional_soldiery
dk_all_stables_4	dk_saba_military_management_lore_of_the_desert
dk_all_stables_camel_2	dk_gen_military_management_mercenaries
dk_all_stables_camel_3	dk_saba_military_management_camel_tactics
dk_all_stables_camel_4	dk_saba_military_management_lore_of_the_desert
dk_all_stables_exotic_2	dk_gen_military_management_ammunition_supply_chain
dk_all_stables_exotic_2	dk_gen_military_management_mercenaries
dk_all_stables_exotic_3	dk_gen_military_management_elephant_trading
dk_all_stables_exotic_3	dk_nab_military_management_military_method
dk_all_stables_exotic_3	dk_num_military_management_cavalry_tactics
dk_all_training_1	dk_gen_military_tactics_physical_conditioning
dk_all_training_attack_2	dk_kush_military_tactics_nubian_archery
dk_all_training_attack_2	dk_nab_military_tactics_gymnasia
dk_all_training_attack_2	dk_num_military_tactics_weapon_proficiency
dk_all_training_attack_2	dk_saba_military_tactics_weapon_proficiency
dk_all_training_attack_3	dk_kush_nab_military_tactics_tactical_flexibility
dk_all_training_attack_3	dk_num_saba_military_tactics_tactical_flexibility
dk_all_training_horse_2	dk_kush_military_tactics_nubian_archery
dk_all_training_horse_2	dk_nab_military_tactics_gymnasia
dk_all_training_horse_2	dk_num_military_tactics_rites_of_melqart
dk_all_training_horse_2	dk_saba_military_tactics_weapon_proficiency
dk_all_training_horse_3	dk_gen_military_tactics_warrior_aristocracy
dk_all_training_horse_3	dk_kush_nab_military_tactics_tactical_flexibility
dk_all_training_horse_3	dk_saba_military_tactics_advanced_camel_tactics
dk_all_training_range_2	dk_kush_military_tactics_nubian_archery
dk_all_training_range_2	dk_nab_military_tactics_gymnasia
dk_all_training_range_2	dk_num_military_tactics_weapon_proficiency
dk_all_training_range_2	dk_saba_military_tactics_weapon_proficiency
dk_all_training_range_3	dk_gen_military_tactics_tactical_drills
dk_all_training_range_3	dk_kush_military_tactics_poison_arrows
dk_ara_city_centre_arena_4	dk_gen_civil_philosophy_cultism
dk_ara_city_centre_funduq_2	dk_gen_civil_economy_preferred_markets
dk_ara_city_centre_funduq_3	dk_gen_civil_economy_trade_language
dk_ara_city_centre_funduq_4	dk_gen_civil_economy_fixed_tarrifs
dk_ara_city_centre_library_2	dk_ara_civil_philosophy_scholarship
dk_ara_city_centre_library_3	dk_nab_civil_philosphy_astronomy
dk_ara_city_centre_library_3	dk_saba_civil_economy_legal_documentation
dk_ara_city_centre_library_4	dk_nab_civil_philosophy_natural_philosophy
dk_ara_city_centre_library_4	dk_saba_civil_philosophy_economic_archive
dk_ara_city_centre_palace_3	dk_gen_civil_construction_crane
dk_ara_city_centre_palace_4	dk_gen_civil_construction_monumental_architecture
dk_ara_city_centre_palace_4	dk_nab_civil_construction_moulded_architecture
dk_ara_city_centre_slave_3	dk_gen_civil_philosophy_cultism
dk_ara_city_centre_spice_3	dk_gen_civil_economy_armed_escorts
dk_ara_city_centre_spice_4	dk_gen_civil_economy_trade_language
dk_ara_town_centre_caravanserai_3	dk_gen_civil_economy_armed_escorts
dk_ara_town_centre_caravanserai_4	dk_gen_civil_economy_trade_language
dk_ara_town_centre_caravanserai_5	dk_gen_civil_economy_fixed_tarrifs
dk_ara_town_centre_game_4	dk_gen_civil_philosophy_cultism
dk_industry_adobe_3	dk_gen_civil_economy_preferred_markets
dk_industry_adobe_3	dk_num_civil_economy_preferred_markets
dk_industry_adobe_4	dk_gen_civil_economy_trade_language
dk_industry_adobe_4	dk_num_civil_economy_trade_language
dk_industry_mint_3	dk_nab_civil_philosophy_cultural_assimilation
dk_industry_mint_3	dk_num_civil_philosophy_dynastic_list
dk_industry_mint_3	dk_saba_civil_construction_architectural_advances
dk_industry_mint_4	dk_nab_civil_philosophy_military_mint
dk_industry_mint_4	dk_num_civil_philosophy_religious_conformity
dk_industry_mint_4	dk_saba_civil_construction_improved_material_transportation
dk_industry_weaver_3	dk_gen_civil_economy_preferred_markets
dk_industry_weaver_3	dk_num_civil_economy_preferred_markets
dk_industry_weaver_4	dk_gen_civil_economy_trade_language
dk_industry_weaver_4	dk_num_civil_economy_trade_language
dk_kush_industry_amphora_3	dk_gen_civil_economy_preferred_markets
dk_kush_industry_jeweller_3	dk_gen_civil_economy_preferred_markets
dk_kush_industry_jeweller_4	dk_gen_civil_economy_trade_language
dk_kush_industry_mint_3	dk_gen_civil_economy_formal_government
dk_kush_industry_mint_4	dk_gen_civil_philosophy_foreign_policy
dk_kush_religious_apedemak_4	dk_gen_civil_construction_monumental_architecture
dk_kush_religious_hathor_4	dk_kush_civil_economy_labour_organisation
dk_kush_religious_horus_4	dk_gen_civil_construction_improved_material_transportation
dk_kush_religious_royal_4	dk_gen_civil_construction_architectural_advances
dk_kush_religious_royal_5	dk_gen_civil_construction_monumental_architecture
dk_kush_town_centre_game_4	dk_gen_civil_philosophy_ceremonial_rites
dk_kush_town_centre_hunt_3	dk_gen_civil_economy_armed_escorts
dk_kush_town_centre_hunt_4	dk_gen_civil_economy_trade_language
dk_minor_amber_3	dk_gen_civil_construction_architectural_advances
dk_minor_amber_3	dk_nabatea_civil_construction_quadag
dk_minor_amber_3	dk_saba_civil_construction_architectural_advances
dk_minor_amber_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_amber_4	dk_num_civil_construction_concrete
dk_minor_amber_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_glass_3	dk_gen_civil_construction_architectural_advances
dk_minor_glass_3	dk_nabatea_civil_construction_quadag
dk_minor_glass_3	dk_saba_civil_construction_architectural_advances
dk_minor_glass_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_glass_4	dk_num_civil_construction_concrete
dk_minor_glass_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_gold_3	dk_gen_civil_construction_architectural_advances
dk_minor_gold_3	dk_nabatea_civil_construction_quadag
dk_minor_gold_3	dk_saba_civil_construction_architectural_advances
dk_minor_gold_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_gold_4	dk_num_civil_construction_concrete
dk_minor_gold_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_grain_3	dk_gen_civil_construction_architectural_advances
dk_minor_grain_3	dk_nabatea_civil_construction_quadag
dk_minor_grain_3	dk_saba_civil_construction_architectural_advances
dk_minor_grain_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_grain_4	dk_num_civil_construction_concrete
dk_minor_grain_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_horse_2	dk_gen_military_tactics_physical_conditioning
dk_minor_horse_2	dk_num_military_tactics_rites_of_melqart
dk_minor_horse_3	dk_gen_military_tactics_tactical_drills
dk_minor_horse_3	dk_kush_military_tactics_tactical_drills
dk_minor_iron_armour_2	dk_afr_military_siege_improved_defensive_artillery
dk_minor_iron_armour_2	dk_ara_military_siege_central_grain_warehouse
dk_minor_iron_armour_3	dk_afr_military_siege_central_grain_warehouse
dk_minor_iron_armour_3	dk_ara_military_siege_emergency_siege_measures
dk_minor_iron_weapon_2	dk_afr_military_siege_battering_ram
dk_minor_iron_weapon_2	dk_ara_military_siege_battering_ram
dk_minor_iron_weapon_3	dk_afr_military_siege_elephant_ram
dk_minor_iron_weapon_3	dk_ara_military_siege_armoured_siege_engineers
dk_minor_lead_3	dk_gen_civil_construction_architectural_advances
dk_minor_lead_3	dk_nabatea_civil_construction_quadag
dk_minor_lead_3	dk_saba_civil_construction_architectural_advances
dk_minor_lead_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_lead_4	dk_num_civil_construction_concrete
dk_minor_lead_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_leather_3	dk_gen_civil_construction_architectural_advances
dk_minor_leather_3	dk_nabatea_civil_construction_quadag
dk_minor_leather_3	dk_saba_civil_construction_architectural_advances
dk_minor_leather_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_leather_4	dk_num_civil_construction_concrete
dk_minor_leather_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_lumber_3	dk_gen_civil_construction_architectural_advances
dk_minor_lumber_3	dk_nabatea_civil_construction_quadag
dk_minor_lumber_3	dk_saba_civil_construction_architectural_advances
dk_minor_lumber_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_lumber_4	dk_num_civil_construction_concrete
dk_minor_lumber_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_marble_3	dk_gen_civil_construction_architectural_advances
dk_minor_marble_3	dk_nabatea_civil_construction_quadag
dk_minor_marble_3	dk_saba_civil_construction_architectural_advances
dk_minor_marble_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_marble_4	dk_num_civil_construction_concrete
dk_minor_marble_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_olive_3	dk_gen_civil_construction_architectural_advances
dk_minor_olive_3	dk_nabatea_civil_construction_quadag
dk_minor_olive_3	dk_saba_civil_construction_architectural_advances
dk_minor_olive_4	dk_gen_civil_construction_improved_material_transportation
dk_minor_olive_4	dk_num_civil_construction_concrete
dk_minor_olive_4	dk_saba_civil_construction_improved_material_transportation
dk_minor_purple_dye_3	dk_gen_civil_construction_architectural_advances
