id	set_id	culture	faction	sub_culture	campaign
12186	dk_all_city	rom_Eastern	rom_kush	sc_rom_african_arabian	
12195	dk_all_industry	rom_Eastern	rom_saba	sc_rom_african_arabian	
12204	dk_all_military_cavalry	rom_Eastern	rom_saba	sc_rom_african_arabian	
12208	dk_all_military_infantry	rom_Eastern	rom_saba	sc_rom_african_arabian	
12210	dk_all_minor_settlement	rom_Eastern	rom_saba	sc_rom_african_arabian	
12212	dk_ara_city_centre	rom_Eastern	rom_saba	sc_rom_african_arabian	
12216	dk_ara_town_centre	rom_Eastern	rom_saba	sc_rom_african_arabian	
12223	dk_gen_sanitation	rom_Eastern	rom_saba	sc_rom_african_arabian	
12229	dk_kush_industry	rom_Eastern	rom_kush	sc_rom_african_arabian	
12231	dk_kush_religious	rom_Eastern	rom_kush	sc_rom_african_arabian	
12240	dk_kush_town_centre	rom_Eastern	rom_kush	sc_rom_african_arabian	
12244	dk_military_siege	rom_Eastern	rom_saba	sc_rom_african_arabian	
12245	dk_military_training	rom_Eastern	rom_saba	sc_rom_african_arabian	
12251	dk_nabatea_religious	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12252	dk_numidia_religious	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12256	dk_saba_religious	rom_Eastern	rom_saba	sc_rom_african_arabian	
12266	dk_afr_city_centre	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12276	dk_ara_city_centre	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12280	dk_ara_town_centre	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12288	dk_all_industry	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12296	dk_all_industry	rom_Eastern	rom_masaesyli	sc_rom_numidian	
123	rom_ROMAN_temple	rom_Roman			
12306	dk_all_city	rom_Eastern	rom_saba	sc_rom_african_arabian	
12307	dk_all_city	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12311	dk_all_city	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12312	dk_all_military_cavalry	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12318	dk_all_military_cavalry	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12328	dk_all_military_cavalry	rom_Eastern	rom_kush	sc_rom_african_arabian	
12334	dk_all_military_infantry	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12335	dk_all_military_infantry	rom_Eastern	rom_kush	sc_rom_african_arabian	
12345	dk_all_military_infantry	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12348	dk_all_minor_settlement	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12352	dk_all_minor_settlement	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12357	dk_all_minor_settlement	rom_Eastern	rom_kush	sc_rom_african_arabian	
12365	dk_gen_sanitation	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12366	dk_gen_sanitation	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12367	dk_gen_sanitation	rom_Eastern	rom_kush	sc_rom_african_arabian	
12373	dk_military_siege	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12374	dk_military_siege	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12380	dk_military_siege	rom_Eastern	rom_kush	sc_rom_african_arabian	
12383	dk_military_training	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12390	dk_military_training	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12399	dk_military_training	rom_Eastern	rom_kush	sc_rom_african_arabian	
12405	rom_EASTERN_city_minor_fish	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12410	rom_EASTERN_city_minor_fish	rom_Eastern	rom_kush	sc_rom_african_arabian	
12411	rom_EASTERN_city_minor_fish	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12419	rom_EASTERN_city_minor_fish	rom_Eastern	rom_saba	sc_rom_african_arabian	
1242	rom_BARBARIAN_commons	rom_Barbarian		sc_rom_british	
12420	rom_EASTERN_port_minor	rom_Eastern	rom_saba	sc_rom_african_arabian	
12423	rom_EASTERN_port_minor	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12429	rom_EASTERN_port_minor	rom_Eastern	rom_kush	sc_rom_african_arabian	
12435	rom_EASTERN_port_minor	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12445	rom_EASTERN_port_major	rom_Eastern	rom_saba	sc_rom_african_arabian	
12446	rom_EASTERN_port_major	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12447	rom_EASTERN_port_major	rom_Eastern	rom_kush	sc_rom_african_arabian	
1245	rom_BARBARIAN_enclosure	rom_Barbarian		sc_rom_british	
12453	rom_EASTERN_port_major	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12459	rom_EASTERN_city_minor_wine	rom_Eastern	rom_saba	sc_rom_african_arabian	
12469	rom_EASTERN_city_minor_wine	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12476	rom_EASTERN_city_minor_wine	rom_Eastern	rom_kush	sc_rom_african_arabian	
12479	rom_EASTERN_city_minor_wine	rom_Eastern	rom_masaesyli	sc_rom_numidian	
1248	rom_BARBARIAN_port_major	rom_Barbarian		sc_rom_british	
12482	rom_EASTERN_city_minor_township	rom_Eastern	rom_saba	sc_rom_african_arabian	
12483	rom_EASTERN_city_minor_township	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12488	rom_EASTERN_city_minor_township	rom_Eastern	rom_kush	sc_rom_african_arabian	
12490	rom_EASTERN_city_minor_township	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12491	rom_EASTERN_city_minor_timber	rom_Eastern	rom_saba	sc_rom_african_arabian	
12500	rom_EASTERN_city_minor_timber	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12501	rom_EASTERN_city_minor_timber	rom_Eastern	rom_kush	sc_rom_african_arabian	
12506	rom_EASTERN_city_minor_timber	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12510	rom_EASTERN_city_minor_silver	rom_Eastern	rom_saba	sc_rom_african_arabian	
12514	rom_EASTERN_city_minor_silver	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12519	rom_EASTERN_city_minor_silver	rom_Eastern	rom_kush	sc_rom_african_arabian	
12526	rom_EASTERN_city_minor_silver	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12533	rom_EASTERN_city_minor_silk	rom_Eastern	rom_saba	sc_rom_african_arabian	
12540	rom_EASTERN_city_minor_silk	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12550	rom_EASTERN_city_minor_silk	rom_Eastern	rom_kush	sc_rom_african_arabian	
12557	rom_EASTERN_city_minor_silk	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12565	rom_EASTERN_city_minor_fish	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12572	rom_EASTERN_city_minor_glass	rom_Eastern	rom_masaesyli	sc_rom_numidian	
1258	rom_BARBARIAN_port_minor	rom_Barbarian		sc_rom_british	
12581	rom_EASTERN_city_minor_gold	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12588	rom_EASTERN_city_minor_grain	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12593	rom_EASTERN_city_minor_hides	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12594	rom_EASTERN_city_minor_iron	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12603	rom_EASTERN_city_minor_limestone	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12605	rom_EASTERN_city_minor_marble	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12615	rom_EASTERN_city_minor_olives	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12619	rom_EASTERN_city_minor_purple_dye	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12627	rom_EASTERN_city_minor_fish	rom_Eastern	rom_kush	sc_rom_african_arabian	
12632	rom_EASTERN_city_minor_glass	rom_Eastern	rom_kush	sc_rom_african_arabian	
12637	rom_EASTERN_city_minor_gold	rom_Eastern	rom_kush	sc_rom_african_arabian	
1264	rom_BARBARIAN_artisans_major	rom_Barbarian		sc_rom_germanic	
12646	rom_EASTERN_city_minor_grain	rom_Eastern	rom_kush	sc_rom_african_arabian	
12655	rom_EASTERN_city_minor_hides	rom_Eastern	rom_kush	sc_rom_african_arabian	
12665	rom_EASTERN_city_minor_iron	rom_Eastern	rom_kush	sc_rom_african_arabian	
12666	rom_EASTERN_city_minor_limestone	rom_Eastern	rom_kush	sc_rom_african_arabian	
12669	rom_EASTERN_city_minor_marble	rom_Eastern	rom_kush	sc_rom_african_arabian	
12677	rom_EASTERN_city_minor_olives	rom_Eastern	rom_kush	sc_rom_african_arabian	
12682	rom_EASTERN_city_minor_purple_dye	rom_Eastern	rom_kush	sc_rom_african_arabian	
12688	rom_EASTERN_city_minor_fish	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12689	rom_EASTERN_city_minor_glass	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12699	rom_EASTERN_city_minor_gold	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12709	rom_EASTERN_city_minor_grain	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12713	rom_EASTERN_city_minor_hides	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12723	rom_EASTERN_city_minor_iron	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12732	rom_EASTERN_city_minor_limestone	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12740	rom_EASTERN_city_minor_marble	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12744	rom_EASTERN_city_minor_olives	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12753	rom_EASTERN_city_minor_purple_dye	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12763	rom_EASTERN_city_minor_fish	rom_Eastern	rom_saba	sc_rom_african_arabian	
1277	rom_BARBARIAN_commons	rom_Barbarian		sc_rom_germanic	
12772	rom_EASTERN_city_minor_glass	rom_Eastern	rom_saba	sc_rom_african_arabian	
12777	rom_EASTERN_city_minor_gold	rom_Eastern	rom_saba	sc_rom_african_arabian	
12782	rom_EASTERN_city_minor_grain	rom_Eastern	rom_saba	sc_rom_african_arabian	
1279	rom_BARBARIAN_enclosure	rom_Barbarian		sc_rom_germanic	
12792	rom_EASTERN_city_minor_hides	rom_Eastern	rom_saba	sc_rom_african_arabian	
12794	rom_EASTERN_city_minor_iron	rom_Eastern	rom_saba	sc_rom_african_arabian	
12797	rom_EASTERN_city_minor_limestone	rom_Eastern	rom_saba	sc_rom_african_arabian	
12800	rom_EASTERN_city_minor_marble	rom_Eastern	rom_saba	sc_rom_african_arabian	
12803	rom_EASTERN_city_minor_olives	rom_Eastern	rom_saba	sc_rom_african_arabian	
12805	rom_EASTERN_city_minor_purple_dye	rom_Eastern	rom_saba	sc_rom_african_arabian	
12810	east_tax	rom_Eastern	rom_saba	sc_rom_african_arabian	
12815	east_tax	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12824	east_tax	rom_Eastern	rom_kush	sc_rom_african_arabian	
12832	east_tax	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12841	east_agriculture	rom_Eastern	rom_saba	sc_rom_african_arabian	
1285	rom_BARBARIAN_port_major	rom_Barbarian		sc_rom_germanic	
12851	east_agriculture	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
12854	east_agriculture	rom_Eastern	rom_kush	sc_rom_african_arabian	
12860	east_agriculture	rom_Eastern	rom_masaesyli	sc_rom_numidian	
12866	east_town_centre	rom_Eastern	rom_masaesyli	sc_rom_numidian	
1291	rom_BARBARIAN_port_minor	rom_Barbarian		sc_rom_germanic	
12938	east_port	rom_Eastern	rom_kush	sc_rom_african_arabian	
12943	east_port	rom_Eastern	rom_masaesyli	sc_rom_numidian	
1296	rom_BARBARIAN_religious_germanic	rom_Barbarian		sc_rom_germanic	
13024	east_port	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13103	east_port	rom_Eastern	rom_saba	sc_rom_african_arabian	
13197	rom_ALL_industry_minor	rom_Eastern	rom_kush	sc_rom_african_arabian	
13201	rom_ALL_industry_minor	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13208	rom_ALL_industry_minor	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13214	rom_ALL_industry_minor	rom_Eastern	rom_saba	sc_rom_african_arabian	
13250	barb_mine	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13260	barb_mine	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13263	barb_mine	rom_Eastern	rom_saba	sc_rom_african_arabian	
13271	barb_mine	rom_Eastern	rom_kush	sc_rom_african_arabian	
13279	dk_saba_marib_dam	rom_Eastern	rom_saba	sc_rom_african_arabian	
13285	rome_spice	rom_Roman			
13294	barb_spice	rom_Barbarian			
13299	greek_spice	rom_Hellenistic			
13303	east_spice	rom_Eastern			
13321	dk_minor_amber	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13330	dk_minor_glass	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13331	dk_minor_gold	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13341	dk_minor_grain	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13348	dk_minor_horse	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13354	dk_minor_iron	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13356	dk_minor_lead	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13360	dk_minor_leather	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13365	dk_minor_lumber	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13374	dk_minor_marble	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13384	dk_minor_olive	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13387	dk_minor_purple_dye	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13394	dk_minor_silk	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13397	dk_minor_spice	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13401	dk_minor_wine	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13402	dk_minor_amber	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13410	dk_minor_glass	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13411	dk_minor_gold	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13414	dk_minor_grain	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13419	dk_minor_horse	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13428	dk_minor_iron	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13438	dk_minor_lead	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13442	dk_minor_leather	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13443	dk_minor_lumber	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13453	dk_minor_marble	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13457	dk_minor_olive	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13464	dk_minor_purple_dye	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13474	dk_minor_silk	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13476	dk_minor_spice	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13484	dk_minor_wine	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13487	dk_minor_amber	rom_Eastern	rom_saba	sc_rom_african_arabian	
13490	dk_minor_glass	rom_Eastern	rom_saba	sc_rom_african_arabian	
13499	dk_minor_gold	rom_Eastern	rom_saba	sc_rom_african_arabian	
13502	dk_minor_grain	rom_Eastern	rom_saba	sc_rom_african_arabian	
13510	dk_minor_horse	rom_Eastern	rom_saba	sc_rom_african_arabian	
13519	dk_minor_iron	rom_Eastern	rom_saba	sc_rom_african_arabian	
13523	dk_minor_lead	rom_Eastern	rom_saba	sc_rom_african_arabian	
13532	dk_minor_leather	rom_Eastern	rom_saba	sc_rom_african_arabian	
13542	dk_minor_lumber	rom_Eastern	rom_saba	sc_rom_african_arabian	
13548	dk_minor_marble	rom_Eastern	rom_saba	sc_rom_african_arabian	
13550	dk_minor_olive	rom_Eastern	rom_saba	sc_rom_african_arabian	
13560	dk_minor_purple_dye	rom_Eastern	rom_saba	sc_rom_african_arabian	
13561	dk_minor_silk	rom_Eastern	rom_saba	sc_rom_african_arabian	
13562	dk_minor_spice	rom_Eastern	rom_saba	sc_rom_african_arabian	
13565	dk_minor_amber	rom_Eastern	rom_kush	sc_rom_african_arabian	
13574	dk_minor_glass	rom_Eastern	rom_kush	sc_rom_african_arabian	
13580	dk_minor_gold	rom_Eastern	rom_kush	sc_rom_african_arabian	
13584	dk_minor_grain	rom_Eastern	rom_kush	sc_rom_african_arabian	
13585	dk_minor_horse	rom_Eastern	rom_kush	sc_rom_african_arabian	
13595	dk_minor_iron	rom_Eastern	rom_kush	sc_rom_african_arabian	
13601	dk_minor_lead	rom_Eastern	rom_kush	sc_rom_african_arabian	
13608	dk_minor_leather	rom_Eastern	rom_kush	sc_rom_african_arabian	
13614	dk_minor_lumber	rom_Eastern	rom_kush	sc_rom_african_arabian	
13617	dk_minor_marble	rom_Eastern	rom_kush	sc_rom_african_arabian	
13625	dk_minor_olive	rom_Eastern	rom_kush	sc_rom_african_arabian	
13633	dk_minor_purple_dye	rom_Eastern	rom_kush	sc_rom_african_arabian	
13634	dk_minor_silk	rom_Eastern	rom_kush	sc_rom_african_arabian	
13639	dk_minor_spice	rom_Eastern	rom_kush	sc_rom_african_arabian	
13640	dk_minor_wine	rom_Eastern	rom_kush	sc_rom_african_arabian	
13643	dk_minor_wine	rom_Eastern	rom_saba	sc_rom_african_arabian	
13650	east_military_siege	rom_Eastern	rom_kush	sc_rom_african_arabian	
13657	east_military_siege	rom_Eastern	rom_saba	sc_rom_african_arabian	
13659	east_military_siege	rom_Eastern	rom_nabatea	sc_rom_african_arabian	
13662	east_military_siege	rom_Eastern	rom_masaesyli	sc_rom_numidian	
13666	dk_numidia_religious	rom_Eastern	rom_garamantia	sc_rom_numidian	
13678	dk_afr_city_centre	rom_Eastern	rom_garamantia	sc_rom_numidian	
13683	east_industry	rom_Eastern	rom_garamantia	sc_rom_numidian	
13690	dk_all_city	rom_Eastern	rom_garamantia	sc_rom_numidian	
13692	east_military_stables	rom_Eastern	rom_garamantia	sc_rom_numidian	
13702	east_military_infantry	rom_Eastern	rom_garamantia	sc_rom_numidian	
13710	dk_all_minor_settlement	rom_Eastern	rom_garamantia	sc_rom_numidian	
13719	dk_gen_sanitation	rom_Eastern	rom_garamantia	sc_rom_numidian	
13728	dk_military_training	rom_Eastern	rom_garamantia	sc_rom_numidian	
13738	rom_EASTERN_city_minor_fish	rom_Eastern	rom_garamantia	sc_rom_numidian	
13744	rom_EASTERN_port_minor	rom_Eastern	rom_garamantia	sc_rom_numidian	
13754	rom_EASTERN_port_major	rom_Eastern	rom_garamantia	sc_rom_numidian	
13760	rom_EASTERN_city_minor_wine	rom_Eastern	rom_garamantia	sc_rom_numidian	
13770	rom_EASTERN_city_minor_township	rom_Eastern	rom_garamantia	sc_rom_numidian	
13780	rom_EASTERN_city_minor_timber	rom_Eastern	rom_garamantia	sc_rom_numidian	
13789	rom_EASTERN_city_minor_silver	rom_Eastern	rom_garamantia	sc_rom_numidian	
13799	rom_EASTERN_city_minor_silk	rom_Eastern	rom_garamantia	sc_rom_numidian	
13805	rom_EASTERN_city_minor_fish	rom_Eastern	rom_garamantia	sc_rom_numidian	
13809	rom_EASTERN_city_minor_glass	rom_Eastern	rom_garamantia	sc_rom_numidian	
13812	rom_EASTERN_city_minor_gold	rom_Eastern	rom_garamantia	sc_rom_numidian	
13815	rom_EASTERN_city_minor_grain	rom_Eastern	rom_garamantia	sc_rom_numidian	
13823	rom_EASTERN_city_minor_hides	rom_Eastern	rom_garamantia	sc_rom_numidian	
13833	rom_EASTERN_city_minor_iron	rom_Eastern	rom_garamantia	sc_rom_numidian	
13836	rom_EASTERN_city_minor_limestone	rom_Eastern	rom_garamantia	sc_rom_numidian	
13843	rom_EASTERN_city_minor_marble	rom_Eastern	rom_garamantia	sc_rom_numidian	
13848	rom_EASTERN_city_minor_olives	rom_Eastern	rom_garamantia	sc_rom_numidian	
13851	rom_EASTERN_city_minor_purple_dye	rom_Eastern	rom_garamantia	sc_rom_numidian	
13852	east_tax	rom_Eastern	rom_garamantia	sc_rom_numidian	
13854	east_agriculture	rom_Eastern	rom_garamantia	sc_rom_numidian	
13858	east_town_centre	rom_Eastern	rom_garamantia	sc_rom_numidian	
13868	east_port	rom_Eastern	rom_garamantia	sc_rom_numidian	
13878	rom_ALL_industry_minor	rom_Eastern	rom_garamantia	sc_rom_numidian	
13882	barb_mine	rom_Eastern	rom_garamantia	sc_rom_numidian	
13892	dk_minor_amber	rom_Eastern	rom_garamantia	sc_rom_numidian	
13898	dk_minor_glass	rom_Eastern	rom_garamantia	sc_rom_numidian	
13899	dk_minor_gold	rom_Eastern	rom_garamantia	sc_rom_numidian	
13909	dk_minor_grain	rom_Eastern	rom_garamantia	sc_rom_numidian	
13917	dk_minor_horse	rom_Eastern	rom_garamantia	sc_rom_numidian	
13921	dk_minor_iron	rom_Eastern	rom_garamantia	sc_rom_numidian	
13930	dk_minor_lead	rom_Eastern	rom_garamantia	sc_rom_numidian	
13939	dk_minor_leather	rom_Eastern	rom_garamantia	sc_rom_numidian	
13947	dk_minor_lumber	rom_Eastern	rom_garamantia	sc_rom_numidian	
13949	dk_minor_marble	rom_Eastern	rom_garamantia	sc_rom_numidian	
13956	dk_minor_olive	rom_Eastern	rom_garamantia	sc_rom_numidian	
13962	dk_minor_purple_dye	rom_Eastern	rom_garamantia	sc_rom_numidian	
13966	dk_minor_silk	rom_Eastern	rom_garamantia	sc_rom_numidian	
13972	dk_minor_spice	rom_Eastern	rom_garamantia	sc_rom_numidian	
13978	dk_minor_wine	rom_Eastern	rom_garamantia	sc_rom_numidian	
13988	east_military_siege	rom_Eastern	rom_garamantia	sc_rom_numidian	
13992	dk_numidia_religious	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14002	dk_afr_city_centre	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14005	east_industry	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14010	dk_all_city	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14019	east_military_stables	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14022	east_military_infantry	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14026	dk_all_minor_settlement	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14035	dk_gen_sanitation	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14045	dk_military_training	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14050	rom_EASTERN_city_minor_fish	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14055	rom_EASTERN_port_minor	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14059	rom_EASTERN_port_major	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14067	rom_EASTERN_city_minor_wine	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14072	rom_EASTERN_city_minor_township	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14073	rom_EASTERN_city_minor_timber	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14081	rom_EASTERN_city_minor_silver	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14082	rom_EASTERN_city_minor_silk	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14091	rom_EASTERN_city_minor_fish	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14095	rom_EASTERN_city_minor_glass	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14103	rom_EASTERN_city_minor_gold	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14111	rom_EASTERN_city_minor_grain	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14113	rom_EASTERN_city_minor_hides	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14119	rom_EASTERN_city_minor_iron	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14124	rom_EASTERN_city_minor_limestone	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14131	rom_EASTERN_city_minor_marble	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14136	rom_EASTERN_city_minor_olives	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14138	rom_EASTERN_city_minor_purple_dye	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14148	east_tax	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14156	east_agriculture	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14162	east_town_centre	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14167	east_port	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14176	rom_ALL_industry_minor	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14177	barb_mine	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14180	dk_minor_amber	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14186	dk_minor_glass	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14196	dk_minor_gold	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14199	dk_minor_grain	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14207	dk_minor_horse	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14210	dk_minor_iron	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14213	dk_minor_lead	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14218	dk_minor_leather	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14226	dk_minor_lumber	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14232	dk_minor_marble	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14238	dk_minor_olive	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14240	dk_minor_purple_dye	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14246	dk_minor_silk	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14249	dk_minor_spice	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14257	dk_minor_wine	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14262	east_military_siege	rom_Eastern	rom_gaetuli	sc_rom_numidian	
14276	dk_all_industry	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14285	east_military_stables	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14295	east_military_infantry	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14300	dk_all_minor_settlement	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14309	dk_ara_city_centre	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14314	east_town_centre	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14318	dk_gen_sanitation	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14319	dk_military_training	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14321	dk_saba_religious	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14328	dk_all_city	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14338	rom_EASTERN_city_minor_fish	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14348	rom_EASTERN_port_minor	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14351	rom_EASTERN_port_major	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14360	rom_EASTERN_city_minor_wine	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14370	rom_EASTERN_city_minor_township	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14377	rom_EASTERN_city_minor_timber	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14383	rom_EASTERN_city_minor_silver	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
14393	rom_EASTERN_city_minor_silk	rom_Eastern	rom_gerrhaea	sc_rom_african_arabian	
