key	soldier_model	man_animations_table	type	missile_type	variant
inv_etr_officer_polybolos	target_marker	rome_man_cheiroballistra_crew	officer		inv_etr_officer_noarmor
inv_etr_standard_bearer_hoplite_shield	target_marker	rome_man_spear_shield_cavalry	officer		inv_etr_standard_bearer_hoplite_shield
inv_etr_standard_bearer_sword_scutum	target_marker	rome_man_sword_shield_cavalry	officer		inv_etr_standard_bearer_sword_scutum
inv_gre_officer_cav	target_marker	rome_man_spear_shield_cavalry	officer		inv_gre_officer_cav
inv_gre_standard_bearer_fake_spear	target_marker	rome_man_spear_shield_cavalry	officer		inv_gre_standard_bearer_fake_spear
inv_gre_standard_bearer_fake_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_gre_standard_bearer_fake
inv_iap_officer_spear	target_marker	rome_man_spear_shield_cavalry	officer		inv_iap_officer
inv_iap_officer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_iap_officer
inv_ibe_standard_bearer_fake	target_marker	rome_man_sword_shield_cavalry	officer		inv_ibe_standard_bearer_fake
inv_ibe_standard_bearer_fake_spear	target_marker	rome_man_spear_shield_cavalry	officer		inv_ibe_standard_bearer_fake_spear
inv_ill_standard_bearer_fake_spear	target_marker	rome_man_spear_shield_cavalry	officer		inv_ill_standard_bearer_fake_spear
inv_ill_standard_bearer_fake_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_ill_standard_bearer_fake
inv_iol_officer	target_marker	rome_man_spear_shield_cavalry	officer		inv_iol_officer
inv_iol_officer_ballista	target_marker	rome_man_ballista_med_crew	officer		inv_iol_officer_noarmour
inv_iol_officer_noarmour	target_marker	rome_man_spear_shield_cavalry	officer		inv_iol_officer_noarmour
inv_iol_officer_noarmour_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_iol_officer_noarmour
inv_iol_officer_polybolos	target_marker	rome_man_cheiroballistra_crew	officer		inv_iol_officer_noarmour
inv_iol_officer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_iol_officer
inv_iol_standard_bearer_fake_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_iol_standard_bearer_fake_sword
inv_ita_officer	target_marker	rome_man_spear_shield_cavalry	officer		inv_ita_veteran_italian_spearmen
inv_ita_officer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_ita_veteran_italian_swordsmen
inv_ita_standard_bearer_spear	target_marker	rome_man_spear_shield_cavalry	officer		inv_ita_standard_bearer
inv_ita_standard_bearer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_ita_standard_bearer_sword
inv_rom_officer_ballista	target_marker	rome_man_ballista_med_crew	officer		inv_rom_officer_noarmor
inv_rom_officer_cavalry	target_marker	rome_man_spear_shield_cavalry	officer		inv_rom_officer_cavalry
inv_rom_officer_hoplite	target_marker	rome_man_spear_shield_cavalry	officer		inv_rom_officer_hoplite
inv_rom_officer_hoplite_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_rom_officer_hoplite
inv_rom_officer_noarmor	target_marker	rome_man_sword_shield_cavalry	officer		inv_rom_officer_noarmor
inv_rom_officer_noarmor_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_rom_officer_noarmor
inv_rom_officer_polybolos	target_marker	rome_man_cheiroballistra_crew	officer		inv_rom_officer_noarmor
inv_rom_officer_reformed	target_marker	rome_man_spear_shield_cavalry	officer		inv_rom_officer_reformed
inv_rom_officer_reformed_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_rom_officer_reformed
inv_rom_standard_bearer_hoplite_shield	target_marker	rome_man_spear_shield_cavalry	officer		inv_rom_standard_bearer_hoplite_shield
inv_sam_officer	target_marker	rome_man_spear_shield_cavalry	officer		inv_sam_officer
inv_sam_officer_ballista	target_marker	rome_man_ballista_med_crew	officer		inv_sam_officer
inv_sam_officer_polybolos	target_marker	rome_man_cheiroballistra_crew	officer		inv_sam_officer
inv_sam_officer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_sam_officer
inv_sam_standard_bearer_spear	target_marker	rome_man_spear_shield_cavalry	officer		inv_sam_standard_bearer_spear
inv_sam_standard_bearer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_sam_standard_bearer
inv_sen_officer	target_marker	rome_man_spear_shield_cavalry	officer		inv_sen_officer
inv_sen_officer_chariot	target_marker	rome_man_chariot_rider_javelin	officer		inv_sen_officer
inv_sen_officer_noarmour	target_marker	rome_man_spear_shield_cavalry	officer		inv_sen_officer_noarmour
inv_sen_officer_noarmour_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_sen_officer_noarmour
inv_sen_officer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_sen_officer
inv_sen_standard_bearer_no_armour	target_marker	rome_man_sword_shield_cavalry	officer		inv_sen_standard_bearer_no_armour
inv_sen_standard_bearer_no_armour_spear	target_marker	rome_man_spear_shield_cavalry	officer		inv_sen_standard_bearer_no_armour_spear
inv_ven_officer	target_marker	rome_man_spear_shield_cavalry	officer		inv_ven_officer
inv_ven_officer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_ven_officer
inv_ven_standard_bearer_spear	target_marker	rome_man_spear_shield_cavalry	officer		inv_ven_standard_bearer
inv_ven_standard_bearer_sword	target_marker	rome_man_sword_shield_cavalry	officer		inv_ven_standard_bearer_sword
ita_officer	target_marker	rome_man_sword_shield_cavalry	officer		Ita_Officer
num_officer	target_marker	rome_man_sword_shield_cavalry	officer		Num_Officer
rom_ballista_giant	target_marker	rome_man_ballista_giant_crew	officer		Roman_Officer
rom_ballista_med	target_marker	rome_man_ballista_med_crew	officer		Roman_Officer
rom_cav_officer_late	target_marker	rome_man_spear_shield_cavalry	officer		Rom_Cav_Officer
rom_cavalry_officer_spear	target_marker	rome_man_spear_shield_cavalry	officer		Roman_Cavalry_Officer
rom_cavalry_officer_sword	target_marker	rome_man_sword_shield_cavalry	officer		Roman_Cavalry_Officer
rom_centurion	target_marker	rome_man_sword_shield_cavalry	officer		Roman_Centurion
rom_chariot	target_marker	rome_man_sword_shield_cavalry	officer		Roman_Officer
rom_cheiroballista	target_marker	rome_man_cheiroballistra_crew	officer		Roman_Officer
rom_eagle_bearer	target_marker	rome_man_standard_bearer	standard_bearer		Rom_Eagle_Standard
rom_elephant	target_marker	rome_man_elephant_cavalry	officer		Roman_Officer
rom_marian_centurion	target_marker	rome_man_sword_shield_cavalry	officer		Roman_Marian_Centurion
rom_officer	target_marker	rome_man_sword_shield_cavalry	officer		Roman_Officer
rom_officer_spear	target_marker	rome_man_spear_shield_cavalry	officer		Roman_Triarii
rom_onager	target_marker	rome_man_onager_crew	officer		Roman_Officer
rom_onager_large	target_marker	rome_man_onager_large_crew	officer		Roman_Officer
rom_polybolos	target_marker	rome_man_polybolos_crew	officer		Roman_Officer
rom_scorpio	target_marker	rome_man_scorpio_crew	officer		Roman_Officer
rom_standard_bearer	target_marker	rome_man_standard_bearer	standard_bearer		Rom_Standard
socii_cavalry_officer	target_marker	rome_man_spear_shield_cavalry	officer		Italian_Cavalry_Officer
socii_officer	target_marker	rome_man_sword_shield_cavalry	officer		Italian_Officer
spa_officer	target_marker	rome_man_sword_shield_cavalry	officer		Gre_Spartan_Officer
spa_standard	target_marker	rome_man_standard_bearer	standard_bearer		Gre_Spartan_Standard
ste_officer	target_marker	rome_man_sword_shield_cavalry	officer		Ste_Officer
ste_officer_ballista	target_marker	rome_man_ballista_med_crew	officer		Ste_Officer
ste_officer_spear	target_marker	rome_man_spear_shield_cavalry	officer		Ste_Officer_Spear
thr_officer	target_marker	rome_man_sword_shield_cavalry	officer		Thr_Officer
thr_officer_spear	target_marker	rome_man_spear_shield_cavalry	officer		Thr_Officer
